PIN,Sex,Region,Year,Major,Grade,Exam1,Exam2,TRAT,Instructor,Writing,IRAT,Present,Report,Peer,Reading,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
N330119408209,F,North America,ay1819,GLOBAL AFFAIRS,75.51401413,57.5,59.5,80.1521164,77,79.67212802,75.95897827,81.66666667,86.42857143,80,NA,40,33.33333333,80,40,50,50,40,33.33333333,83.33333333,50,50,28.57142857,40,66.66666667,80,66.66666667,80,100,,,55,41.66666667,100,100,66.66666667,75,60,83.33333333,83.33333333,87.5,79.16666667,78.57142857,90,75,90,100,90,87.5,NA,NA
N331119405209,M,North America,ay1819,GLOBAL AFFAIRS,74.57324921,74.5,69,86.5608466,72.7,53.49060463,75.31477711,81.66666667,78.57142857,74.66666667,NA,20,100,100,60,50,50,40,66.66666667,33.33333333,75,66.66666667,14.28571429,40,50,0,83.33333333,40,0,,,90,83.33333333,100,100,83.33333333,91.66666667,80,83.33333333,100,100,75,71.42857143,45,87.5,90,87.5,90,100,NA,NA
N332119401209,F,Singapore,ay1819,PHILOSOPHY,75.09617861,72,50,82.718254,74.1,79.72047199,74.83672196,83.33333333,74.28571429,80,NA,0,66.66666667,100,60,33.33333333,33.33333333,20,33.33333333,66.66666667,50,83.33333333,42.85714286,20,66.66666667,80,66.66666667,60,50,,,70,75,100,100,75,79.16666667,50,83.33333333,79.16666667,87.5,100,71.42857143,55,100,90,83.33333333,90,100,NA,NA
N333119402209,F,East Asia,ay1819,PSYCHOLOGY,78.55847726,78,66,80.1521164,85.6,69.59293049,75.81203564,81.66666667,86.42857143,80,NA,0,66.66666667,100,40,50,50,40,33.33333333,83.33333333,75,0,71.42857143,20,0,100,83.33333333,40,75,,,55,41.66666667,100,100,66.66666667,75,60,83.33333333,83.33333333,87.5,79.16666667,78.57142857,90,75,90,100,90,87.5,NA,NA
N334119425209,M,Singapore,ay1819,GLOBAL AFFAIRS,74.85379781,71,48,82.4206349,73.1,82.55599169,71.51216828,93.33333333,74.28571429,78.66666667,NA,20,66.66666667,80,20,16.66666667,33.33333333,40,50,66.66666667,NA,50,28.57142857,40,33.33333333,20,50,80,50,,,70,41.66666667,100,90,91.66666667,91.66666667,45,91.66666667,83.33333333,87.5,83.33333333,53.57142857,90,79.16666667,85,100,100,100,NA,NA
N335119424209,F,North America,ay1819,ENVIRONMENTAL STUDIES,81.35349032,82.5,78,89.3716931,86.2,69.09062025,76.03096046,90,84.28571429,79.33333333,NA,60,33.33333333,100,80,16.66666667,66.66666667,40,50,66.66666667,25,16.66666667,57.14285714,60,33.33333333,60,66.66666667,60,75,,,75,75,100,90,70.83333333,100,85,87.5,100,100,62.5,92.85714286,90,100,90,100,90,100,NA,NA
N336119423209,M,Singapore,ay1819,PSYCHOLOGY,76.32589328,60.5,54,82.4206349,88.8,79.8493678,77.92129927,93.33333333,74.28571429,80,NA,60,0,100,60,66.66666667,50,0,50,66.66666667,50,50,14.28571429,80,33.33333333,80,83.33333333,100,100,,,70,41.66666667,100,90,91.66666667,91.66666667,45,91.66666667,83.33333333,87.5,83.33333333,53.57142857,90,79.16666667,85,100,100,100,NA,NA
N337119421209,M,Singapore,ay1819,LIFE SCIENCES,80.57837674,79,86,92.3082011,70.4,71.72949613,79.77109381,83.33333333,81.42857143,80,NA,60,33.33333333,100,40,16.66666667,100,40,66.66666667,66.66666667,75,50,85.71428571,60,33.33333333,80,66.66666667,100,75,,,85,83.33333333,100,90,83.33333333,100,90,100,100,100,87.5,85.71428571,80,91.66666667,85,100,100,100,NA,NA
N338119418209,F,Singapore,ay1819,GLOBAL AFFAIRS,75.13535819,71,68,80.2943122,62.6,82.30745919,69.98894547,90,70.71428571,80,NA,0,33.33333333,100,40,16.66666667,33.33333333,NA,66.66666667,66.66666667,25,33.33333333,28.57142857,20,0,40,66.66666667,60,25,,,45,50,100,100,58.33333333,91.66666667,75,66.66666667,91.66666667,68.75,70.83333333,85.71428571,75,91.66666667,100,87.5,100,87.5,NA,NA
N339119414209,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,59,0,77.0998677,47,53.49060463,65.52997136,85,77.85714286,59.33333333,NA,0,0,100,0,0,0,0,66.66666667,33.33333333,NA,16.66666667,57.14285714,0,0,40,83.33333333,40,0,,,30,41.66666667,100,80,62.5,91.66666667,55,83.33333333,100,68.75,70.83333333,60.71428571,90,91.66666667,90,91.66666667,80,100,NA,NA
N340119405209,M,Southeast Asia,ay1819,ECONOMICS,76.31999674,72.5,64,89.3716931,62.9,69.09062025,74.24747188,90,84.28571429,80,NA,40,0,60,60,16.66666667,50,60,33.33333333,100,25,16.66666667,57.14285714,20,33.33333333,80,83.33333333,60,100,,,75,75,100,90,70.83333333,100,85,87.5,100,100,62.5,92.85714286,90,100,90,100,90,100,NA,NA
N342119402209,M,East Asia,ay1819,GLOBAL AFFAIRS,69.88258987,65.5,59,93.6772487,82.65,72.62878194,68.11581482,86.66666667,87.85714286,30.66666667,NA,0,0,100,40,50,50,20,50,50,50,0,0,20,50,20,0,40,50,,,90,83.33333333,100,90,100,100,90,91.66666667,100,100,83.33333333,92.85714286,85,100,90,100,90,100,NA,NA
N343119425209,F,Southeast Asia,ay1819,PSYCHOLOGY,76.8619304,71,73,72.962963,74.5,89.35135083,73.24425503,83.33333333,71.42857143,80,NA,20,0,100,80,33.33333333,50,40,16.66666667,66.66666667,50,50,28.57142857,20,33.33333333,60,50,80,75,,,55,41.66666667,100,90,58.33333333,66.66666667,75,70.83333333,83.33333333,62.5,83.33333333,50,50,62.5,85,79.16666667,100,100,NA,NA
N344119424209,M,Singapore,ay1819,ECONOMICS,74.57584613,82.5,49,88.8227513,60.5,57.51508343,76.65647425,86.66666667,90.71428571,75.33333333,NA,80,33.33333333,100,20,50,83.33333333,40,33.33333333,66.66666667,50,0,71.42857143,60,0,60,66.66666667,40,100,,,75,75,100,100,79.16666667,100,70,79.16666667,91.66666667,100,87.5,82.14285714,90,87.5,90,91.66666667,100,100,NA,NA
N345119423209,M,South Asia,ay1819,PHYSICAL SCIENCES,71.55217695,56,63,77.7612434,58.83,71.00280384,76.11453118,73.33333333,76.07142857,81.33333333,NA,20,33.33333333,100,40,33.33333333,83.33333333,40,83.33333333,83.33333333,75,33.33333333,28.57142857,0,66.66666667,60,66.66666667,20,100,,,50,33.33333333,100,100,66.66666667,91.66666667,60,91.66666667,87.5,68.75,83.33333333,64.28571429,55,100,85,100,75,87.5,NA,NA
N346119421209,M,South Asia,ay1819,ARTS AND HUMANITIES,71.62540699,54.5,43,87.0238095,72,73.84781681,68.5745654,90,77.85714286,78,NA,20,0,100,60,16.66666667,16.66666667,40,16.66666667,0,50,33.33333333,28.57142857,20,33.33333333,40,33.33333333,60,50,,,100,100,100,75,75,91.66666667,80,70.83333333,79.16666667,100,91.66666667,71.42857143,60,91.66666667,80,100,100,100,NA,NA
N347119418209,M,Europe,ay1819,URBAN STUDIES,77.54919871,82.5,54,84.0806878,83.8,85.78965027,77.01638209,80,74.64285714,72.66666667,NA,20,0,100,60,50,83.33333333,20,66.66666667,83.33333333,100,0,0,60,33.33333333,80,66.66666667,100,75,,,65,33.33333333,100,90,70.83333333,100,80,87.5,87.5,87.5,87.5,64.28571429,80,100,80,100,100,100,NA,NA
N348119414209,F,East Asia,ay1819,ANTHROPOLOGY,75.12612769,71.5,47,86.3822751,76.2,80.45078136,74.41049239,83.33333333,75,78,NA,20,33.33333333,80,0,33.33333333,50,60,0,66.66666667,100,66.66666667,0,20,33.33333333,60,83.33333333,80,100,,,70,100,100,70,75,100,80,54.16666667,91.66666667,100,58.33333333,85.71428571,90,100,90,100,90,100,NA,NA
N349119413209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,72,64,86.792328,74.3,79.96907225,77.01187415,93.33333333,77.14285714,78,NA,40,0,100,80,83.33333333,66.66666667,40,33.33333333,33.33333333,100,16.66666667,42.85714286,40,66.66666667,60,83.33333333,80,50,,,70,50,100,90,87.5,91.66666667,90,100,91.66666667,100,83.33333333,71.42857143,80,79.16666667,100,87.5,90,100,NA,NA
N350119401209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,86,71,92.3346561,74.3,63.60036366,76.75876347,83.33333333,74.28571429,81.33333333,NA,0,0,100,40,33.33333333,83.33333333,40,50,66.66666667,50,50,28.57142857,60,83.33333333,80,50,100,100,,,90,75,100,80,100,100,90,87.5,100,100,100,67.85714286,90,100,90,91.66666667,100,100,NA,NA
N351119402209,M,Singapore,ay1819,PSYCHOLOGY,86.81918968,89.5,90,91.7724868,85.9,84.64584614,87.56099845,76.66666667,80,89.33333333,NA,60,66.66666667,100,80,66.66666667,83.33333333,100,100,100,100,66.66666667,71.42857143,100,100,80,66.66666667,100,75,,,60,100,100,90,83.33333333,100,80,91.66666667,100,100,91.66666667,78.57142857,100,100,85,91.66666667,100,100,NA,NA
N352119425209,F,East Asia,ay1819,LIFE SCIENCES,85.26039911,95.5,82,89.4113757,88.8,69.02287225,83.92473069,83.33333333,87.14285714,85.33333333,NA,40,33.33333333,100,60,33.33333333,100,60,33.33333333,100,100,100,71.42857143,80,66.66666667,80,83.33333333,100,100,,,50,75,100,90,87.5,100,80,91.66666667,100,100,83.33333333,78.57142857,100,91.66666667,90,91.66666667,100,100,NA,NA
N353119424209,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,58,61,86.3822751,76.2,75.34792221,70.5821687,83.33333333,75,79.33333333,NA,20,33.33333333,80,20,33.33333333,NA,20,0,66.66666667,75,16.66666667,0,80,0,40,100,80,0,,,70,100,100,70,75,100,80,54.16666667,91.66666667,100,58.33333333,85.71428571,90,100,90,100,90,100,NA,NA
N354119423209,F,Southeast Asia,ay1819,GLOBAL AFFAIRS,83.41369254,79,88,86.2632275,86.85,85.63660673,81.56725248,76.66666667,85,80,NA,40,0,80,80,50,100,40,83.33333333,83.33333333,100,66.66666667,85.71428571,40,83.33333333,80,83.33333333,60,75,,,80,41.66666667,100,100,79.16666667,100,75,70.83333333,100,87.5,100,78.57142857,60,100,80,100,100,100,NA,NA
N355119421209,F,Singapore,ay1819,ARTS AND HUMANITIES,73.6535801,68.5,47,96.9642857,68.5,70.81251155,66.22455561,90,79.64285714,75.33333333,NA,20,0,80,60,33.33333333,33.33333333,40,16.66666667,33.33333333,25,66.66666667,28.57142857,20,0,0,0,0,50,,,80,100,100,100,87.5,100,100,100,100,100,100,92.85714286,100,100,85,100,100,100,NA,NA
N356119418209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,70,52,89.4113757,67.8,74.43612002,76.50857119,83.33333333,87.14285714,36,NA,20,66.66666667,100,60,33.33333333,83.33333333,40,66.66666667,33.33333333,75,16.66666667,71.42857143,60,50,20,83.33333333,40,75,,,50,75,100,90,87.5,100,80,91.66666667,100,100,83.33333333,78.57142857,100,91.66666667,90,91.66666667,100,100,NA,NA
N357119414209,M,Singapore,ay1819,PHILOSOPHY,75.06654743,72,42,89.4113757,67.8,71.72949613,76.0405842,83.33333333,87.14285714,80.66666667,NA,20,33.33333333,100,80,50,66.66666667,40,66.66666667,33.33333333,50,33.33333333,42.85714286,0,66.66666667,80,50,60,100,,,50,75,100,90,87.5,100,80,91.66666667,100,100,83.33333333,78.57142857,100,91.66666667,90,91.66666667,100,100,NA,NA
N359119412209,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,84,66,86.3822751,80.8,74.07220743,73.03417001,83.33333333,75,40.66666667,NA,40,100,100,60,33.33333333,16.66666667,60,50,33.33333333,50,33.33333333,0,0,16.66666667,60,0,60,100,,,70,100,100,70,75,100,80,54.16666667,91.66666667,100,58.33333333,85.71428571,90,100,90,100,90,100,NA,NA
N360119402209,M,South Asia,ay1819,Undecided,79.39008889,85,73,86.7261905,68.64,82.38465054,72.99850934,73.33333333,83.57142857,80,NA,40,0,100,60,0,66.66666667,40,66.66666667,50,75,16.66666667,14.28571429,40,16.66666667,60,83.33333333,0,75,,,40,58.33333333,100,90,91.66666667,100,90,75,100,87.5,91.66666667,78.57142857,90,91.66666667,85,91.66666667,100,100,NA,NA
N361119425209,M,Singapore,ay1819,ECONOMICS,81.39077421,86,72,86.2632275,91.05,74.25476004,75.85007967,76.66666667,85,80,NA,40,0,100,60,16.66666667,66.66666667,20,83.33333333,66.66666667,75,66.66666667,0,40,66.66666667,60,83.33333333,40,75,,,80,41.66666667,100,100,79.16666667,100,75,70.83333333,100,87.5,100,78.57142857,60,100,80,100,100,100,NA,NA
N362119424209,F,Singapore,ay1819,ARTS AND HUMANITIES,80.47147611,79,69.5,89.8743386,81.3,83.4518271,82.80754293,85,72.85714286,80,NA,40,66.66666667,100,60,50,100,40,50,83.33333333,100,100,71.42857143,60,66.66666667,80,100,80,75,,,55,75,100,100,91.66666667,100,90,79.16666667,91.66666667,100,91.66666667,78.57142857,90,100,85,100,90,100,NA,NA
N363119423209,M,East Asia,ay1819,ECONOMICS,83.8776888,89.5,78,87.0238095,89.3,79.3686946,80.98940312,90,77.85714286,84,NA,20,66.66666667,100,80,66.66666667,83.33333333,60,33.33333333,50,75,66.66666667,28.57142857,80,50,80,83.33333333,100,100,,,100,100,100,75,75,91.66666667,80,70.83333333,79.16666667,100,91.66666667,71.42857143,60,91.66666667,80,100,100,100,NA,NA
N364119421209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,96.5,77,93.6772487,77.04,79.13269434,78.77427052,86.66666667,87.85714286,40.66666667,NA,0,66.66666667,100,80,50,83.33333333,40,66.66666667,50,50,66.66666667,42.85714286,60,50,80,100,40,75,,,90,83.33333333,100,90,100,100,90,91.66666667,100,100,83.33333333,92.85714286,85,100,90,100,90,100,NA,NA
N365119418209,F,East Asia,ay1819,ARTS AND HUMANITIES,78.36757875,68.5,74,84.0806878,74.1,77.69741257,73.84746503,80,74.64285714,90.66666667,NA,20,0,80,80,16.66666667,66.66666667,40,33.33333333,50,25,83.33333333,14.28571429,20,50,80,66.66666667,80,100,,,65,33.33333333,100,90,70.83333333,100,80,87.5,87.5,87.5,87.5,64.28571429,80,100,80,100,100,100,NA,NA
N366119414209,F,Singapore,ay1819,LITERATURE,76.71961726,68.5,74,84.3783069,67.8,77.14274391,78.92670774,83.33333333,73.92857143,80,NA,20,66.66666667,100,40,33.33333333,66.66666667,40,66.66666667,83.33333333,75,66.66666667,28.57142857,60,66.66666667,80,66.66666667,80,100,,,55,66.66666667,100,100,70.83333333,91.66666667,75,83.33333333,91.66666667,100,83.33333333,57.14285714,80,91.66666667,85,100,100,87.5,NA,NA
N367119413209,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,82.5,60,86.5873016,86.2,89.35135083,76.72213395,80,82.14285714,83.33333333,NA,20,0,80,100,66.66666667,100,60,66.66666667,66.66666667,0,50,42.85714286,0,50,80,66.66666667,80,50,,,55,58.33333333,100,90,79.16666667,100,85,79.16666667,100,100,91.66666667,78.57142857,70,100,90,91.66666667,90,100,NA,NA
N368119412209,F,Singapore,ay1819,LIFE SCIENCES,78.75055278,66.5,74,86.792328,85.9,77.63068531,75.28160922,93.33333333,77.14285714,78,NA,20,33.33333333,100,60,16.66666667,50,40,66.66666667,33.33333333,25,50,42.85714286,40,83.33333333,20,66.66666667,100,100,,,70,50,100,90,87.5,91.66666667,90,100,91.66666667,100,83.33333333,71.42857143,80,79.16666667,100,87.5,90,100,NA,NA
N369119410209,F,Singapore,ay1819,ARTS AND HUMANITIES,85.7172924,86,84.5,94.8544974,85.6,88.49142586,85.6236028,86.66666667,83.57142857,80,NA,80,66.66666667,100,60,66.66666667,100,80,83.33333333,100,50,50,85.71428571,100,66.66666667,60,100,100,0,,,65,100,100,90,100,100,90,100,100,100,91.66666667,85.71428571,100,100,85,100,100,100,NA,NA
N371119424209,F,Singapore,ay1819,PSYCHOLOGY,76.08321746,73.5,57,93.1018519,67.1,68.96934828,77.59079501,93.33333333,80.71428571,76,NA,20,33.33333333,100,60,50,66.66666667,60,66.66666667,66.66666667,75,33.33333333,0,0,66.66666667,80,83.33333333,100,75,,,100,100,100,100,91.66666667,91.66666667,75,87.5,83.33333333,100,91.66666667,75,100,100,90,100,90,100,NA,NA
N372119423209,F,Singapore,ay1819,ANTHROPOLOGY,76.66365168,64,59,79.2592593,74.8,85.69141395,73.64038394,88.33333333,79.28571429,84.66666667,NA,60,0,80,80,33.33333333,16.66666667,60,50,100,50,16.66666667,28.57142857,20,83.33333333,0,50,40,75,,,70,66.66666667,100,80,100,91.66666667,60,70.83333333,91.66666667,100,75,75,20,91.66666667,70,79.16666667,85,100,NA,NA
N373119421209,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,79,83,95.0727513,87.7,72.77261253,84.27520617,80,79.28571429,94,NA,20,66.66666667,100,80,66.66666667,66.66666667,60,83.33333333,100,75,83.33333333,57.14285714,60,100,80,100,100,75,,,100,100,100,90,91.66666667,100,80,87.5,100,100,100,82.14285714,80,100,100,100,100,100,NA,NA
N374119418209,F,Singapore,ay1819,ANTHROPOLOGY,85.56114075,94.5,88,89.4113757,78.3,79.8493678,84.41832096,83.33333333,87.14285714,83.33333333,NA,80,66.66666667,100,80,33.33333333,66.66666667,60,66.66666667,83.33333333,100,83.33333333,28.57142857,80,83.33333333,80,83.33333333,100,100,,,50,75,100,90,87.5,100,80,91.66666667,100,100,83.33333333,78.57142857,100,91.66666667,90,91.66666667,100,100,NA,NA
N375119414209,M,North America,ay1819,ENVIRONMENTAL STUDIES,85.42618682,88.5,86.5,93.7433862,84.3,79.28770247,84.8881067,90,83.92857143,81.33333333,NA,80,33.33333333,100,60,83.33333333,100,80,66.66666667,66.66666667,100,83.33333333,42.85714286,60,100,80,100,100,75,,,100,100,100,85,75,100,100,91.66666667,100,100,100,60.71428571,90,100,85,100,100,100,NA,NA
N376119413209,F,East Asia,ay1819,Undecided,81.58343249,80.5,81,91.7724868,68.4,93.99939391,77.99686753,76.66666667,80,80,NA,20,0,80,60,66.66666667,83.33333333,20,66.66666667,100,50,83.33333333,28.57142857,40,66.66666667,80,NA,80,75,,,60,100,100,90,83.33333333,100,80,91.66666667,100,100,91.66666667,78.57142857,100,100,85,91.66666667,100,100,NA,NA
N377119412209,M,North America,ay1819,HISTORY,84.70685295,82.5,84,82.4206349,88.8,85.26261558,84.00341979,93.33333333,74.28571429,90,NA,60,33.33333333,100,100,100,83.33333333,20,NA,NA,75,50,71.42857143,60,83.33333333,80,100,60,100,,,70,41.66666667,100,90,91.66666667,91.66666667,45,91.66666667,83.33333333,87.5,83.33333333,53.57142857,90,79.16666667,85,100,100,100,NA,NA
N378119410209,F,Europe,ay1819,LIFE SCIENCES,72.19332908,NA,46,95.0727513,68.5,72.77261253,72.5362101,80,79.28571429,72,NA,20,33.33333333,80,20,33.33333333,66.66666667,NA,NA,NA,25,50,28.57142857,40,33.33333333,40,83.33333333,40,100,,,100,100,100,90,91.66666667,100,80,87.5,100,100,100,82.14285714,80,100,100,100,100,100,NA,NA
N379119408209,F,Singapore,ay1819,Undecided,74.69652469,64,57.5,88.8227513,74.8,65.19953721,70.51189427,86.66666667,90.71428571,74.66666667,NA,20,0,0,40,16.66666667,0,20,16.66666667,66.66666667,50,83.33333333,42.85714286,20,33.33333333,80,83.33333333,40,50,,,75,75,100,100,79.16666667,100,70,79.16666667,91.66666667,100,87.5,82.14285714,90,87.5,90,91.66666667,100,100,NA,NA
N380119424209,M,Singapore,ay1819,ECONOMICS,84.05024733,89.5,81,86.3822751,85.3,74.07220743,84.29850147,83.33333333,75,91.33333333,NA,80,66.66666667,100,60,50,100,80,0,83.33333333,100,33.33333333,71.42857143,80,100,80,100,80,0,,,70,100,100,70,75,100,80,54.16666667,91.66666667,100,58.33333333,85.71428571,90,100,90,100,90,100,NA,NA
N381119423209,F,North America,ay1819,GLOBAL AFFAIRS,72.43408618,75.5,NA,93.1018519,71.7,72.79649264,77.87391085,93.33333333,80.71428571,39.33333333,NA,60,33.33333333,100,80,16.66666667,66.66666667,40,50,66.66666667,0,83.33333333,57.14285714,40,50,0,NA,80,100,,,100,100,100,100,91.66666667,91.66666667,75,87.5,83.33333333,100,91.66666667,75,100,100,90,100,90,100,NA,NA
N382119421209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,64.5,77,80.2943122,85.9,65.9387506,69.09877259,90,70.71428571,80,NA,20,0,60,20,16.66666667,50,20,50,66.66666667,75,50,57.14285714,20,0,20,83.33333333,0,50,,,45,50,100,100,58.33333333,91.66666667,75,66.66666667,91.66666667,68.75,70.83333333,85.71428571,75,91.66666667,100,87.5,100,87.5,NA,NA
N383119418209,M,Europe,ay1819,GLOBAL AFFAIRS,81.00109427,81.5,80,92.3082011,88.8,69.02287225,80.56013897,83.33333333,81.42857143,74,NA,80,100,100,100,50,100,40,33.33333333,33.33333333,75,50,42.85714286,60,83.33333333,80,66.66666667,40,0,,,85,83.33333333,100,90,83.33333333,100,90,100,100,100,87.5,85.71428571,80,91.66666667,85,100,100,100,NA,NA
N384119414209,F,Singapore,ay1819,HISTORY,84.03018945,72,86,94.8544974,85.6,87.23152617,83.69119296,86.66666667,83.57142857,81.33333333,NA,40,66.66666667,100,60,66.66666667,100,60,83.33333333,100,50,66.66666667,71.42857143,60,83.33333333,40,83.33333333,100,100,,,65,100,100,90,100,100,90,100,100,100,91.66666667,85.71428571,100,100,85,100,100,100,NA,NA
N319119405212,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.69248361,93,71,87.8637566,89.3,81.57704571,77.00641537,83.33333333,77.5,87.33333333,NA,0,0,100,100,16.66666667,33.33333333,80,66.66666667,16.66666667,100,66.66666667,28.57142857,20,83.33333333,80,50,80,75,,,55,100,100,90,91.66666667,100,100,66.66666667,91.66666667,100,83.33333333,85.71428571,55,79.16666667,100,83.33333333,100,100,NA,NA
N320119423212,M,Singapore,ay1819,ARTS AND HUMANITIES,66.80231148,57.5,43,87.037037,39.9,61.31505956,75.01971186,83.33333333,78.57142857,70.66666667,NA,40,33.33333333,100,40,16.66666667,33.33333333,60,50,83.33333333,75,50,0,40,16.66666667,100,66.66666667,80,0,,,70,66.66666667,100,90,83.33333333,91.66666667,65,66.66666667,91.66666667,100,91.66666667,75,90,100,85,100,100,100,NA,NA
N321119421212,M,Singapore,ay1819,URBAN STUDIES,79.75202245,79,72,86.5608466,85.6,71.50211289,77.57115507,81.66666667,78.57142857,81.33333333,NA,20,33.33333333,100,100,50,66.66666667,40,66.66666667,83.33333333,50,33.33333333,71.42857143,20,66.66666667,60,0,80,75,,,90,83.33333333,100,100,83.33333333,91.66666667,80,83.33333333,100,100,75,71.42857143,45,87.5,90,87.5,90,100,NA,NA
N322119418212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,74.5,81,80.1521164,72.7,83.4518271,80.08493077,81.66666667,86.42857143,89.33333333,NA,20,33.33333333,100,40,83.33333333,83.33333333,40,83.33333333,50,75,NA,28.57142857,80,83.33333333,80,100,60,75,,,55,41.66666667,100,100,66.66666667,75,60,83.33333333,83.33333333,87.5,79.16666667,78.57142857,90,75,90,100,90,87.5,NA,NA
N323119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,76.5,67,82.8108466,78.1,57.09180471,72.70250797,86.66666667,84.64285714,80,NA,40,33.33333333,60,40,33.33333333,0,0,33.33333333,50,75,33.33333333,42.85714286,60,66.66666667,80,100,0,75,,,40,66.66666667,100,80,91.66666667,100,50,83.33333333,91.66666667,100,79.16666667,71.42857143,100,100,75,91.66666667,70,100,NA,NA
